loglik,beta0,alpha_i0_1,alpha_i0_2,acceptance_beta0,acceptance_alpha_i0_1,acceptance_alpha_i0_2
-587.933,1.1462,4.07692e-05,0.000225417,0.209824,0.222458,0.226991
-589.146,1.14579,4.03373e-05,0.000223339,0.209853,0.222451,0.226886
-589.915,1.14435,4.07332e-05,0.000224105,0.209966,0.222444,0.226811
-587.777,1.14418,4.19383e-05,0.000232307,0.209938,0.222438,0.226763
-588.232,1.14357,4.1879e-05,0.000229581,0.209798,0.222179,0.22694
-590.725,1.14732,4.17347e-05,0.000233904,0.209966,0.222256,0.227089
-590.682,1.13959,4.42661e-05,0.000241807,0.210078,0.222529,0.226985
-588.109,1.14298,4.25621e-05,0.000235535,0.210022,0.222299,0.226799
-588.732,1.14569,4.15438e-05,0.000226838,0.209911,0.22221,0.226864
-588.19,1.14705,4.07468e-05,0.000224667,0.209773,0.222314,0.22701
-588.391,1.14787,4.03108e-05,0.00022319,0.209746,0.222418,0.227046
-590.477,1.14972,3.96066e-05,0.000216901,0.209774,0.222302,0.227027
-588.991,1.14726,4.04079e-05,0.000227636,0.209693,0.222487,0.227062
-589.578,1.14291,4.29409e-05,0.000233342,0.209584,0.222453,0.226961
-590.876,1.14916,3.98381e-05,0.000216687,0.209477,0.222474,0.226779
-589.859,1.15007,3.95165e-05,0.000220143,0.209424,0.222277,0.226679
-588.106,1.14646,4.12508e-05,0.000228203,0.209479,0.222189,0.22639
-591.299,1.13951,4.34158e-05,0.000236356,0.209427,0.222156,0.22648
-588.546,1.14444,4.16592e-05,0.0002269,0.209374,0.22215,0.226786
-588.729,1.14768,4.00233e-05,0.000220129,0.209269,0.222118,0.226876
-590.446,1.14484,4.24163e-05,0.000230423,0.209458,0.222058,0.226884
-589.435,1.14871,3.97903e-05,0.000223889,0.20954,0.221946,0.226892
-588.802,1.14315,4.17556e-05,0.000231513,0.209381,0.222021,0.226874
-588.235,1.14272,4.23965e-05,0.000233851,0.20925,0.221882,0.22667
-587.806,1.14521,4.17107e-05,0.000231364,0.209119,0.22201,0.226572
-591.212,1.1503,3.89011e-05,0.000219809,0.209042,0.221952,0.226528
-588.735,1.14629,4.15653e-05,0.000228757,0.209045,0.221973,0.226432
-588.172,1.14393,4.2067e-05,0.000230286,0.209073,0.222047,0.226336
-587.944,1.14529,4.15171e-05,0.000228118,0.208945,0.22212,0.226477
-589.058,1.14757,4.10822e-05,0.000227732,0.208921,0.222036,0.226539
-588.491,1.14558,4.07445e-05,0.000226996,0.20882,0.222109,0.226469
-588.388,1.14531,4.08624e-05,0.000227186,0.208875,0.222104,0.226609
-588.271,1.14659,4.12667e-05,0.000230399,0.20893,0.221942,0.22654
-587.909,1.14479,4.13779e-05,0.000227698,0.209036,0.22173,0.226315
-588.945,1.1446,4.17208e-05,0.000235276,0.208883,0.221622,0.226402
-588.651,1.14483,4.15261e-05,0.000225985,0.208732,0.221438,0.226515
-589.486,1.14536,4.23645e-05,0.000237245,0.208786,0.221485,0.226549
-591.279,1.14295,4.37788e-05,0.000245774,0.208918,0.221558,0.226738
-590.976,1.14021,4.30754e-05,0.000233757,0.208844,0.221375,0.226721
-592.646,1.14301,4.39374e-05,0.000248317,0.20877,0.221244,0.226754
-589.832,1.14263,4.30183e-05,0.000242701,0.20885,0.221368,0.226585
-588.051,1.14465,4.14983e-05,0.000231442,0.2087,0.22139,0.226593
-588.569,1.14437,4.2232e-05,0.000231062,0.208881,0.221412,0.226551
-588.676,1.14541,4.19158e-05,0.000235414,0.208833,0.221383,0.226509
-589.871,1.14233,4.18106e-05,0.000229323,0.208987,0.221531,0.226669
-588.135,1.14699,4.08113e-05,0.000227771,0.209015,0.221527,0.226477
-590.179,1.14666,4.00943e-05,0.000225996,0.209093,0.221298,0.226385
-588.323,1.14545,4.12294e-05,0.000231238,0.208995,0.221369,0.226394
-588.37,1.1459,4.16115e-05,0.000229048,0.208848,0.221615,0.226204
-590.131,1.14147,4.34459e-05,0.000235545,0.2089,0.221786,0.226213
-588.688,1.14332,4.24907e-05,0.000231741,0.208903,0.221756,0.226272
-589.155,1.14385,4.14506e-05,0.000231838,0.208906,0.221777,0.226158
-587.868,1.14498,4.1285e-05,0.000228936,0.208908,0.221674,0.226241
-588.481,1.14281,4.26561e-05,0.00023348,0.208813,0.221793,0.226029
-588.928,1.14143,4.30276e-05,0.000237972,0.208914,0.221911,0.226063
-588.048,1.14395,4.18394e-05,0.000229515,0.208892,0.22198,0.225999
-587.993,1.1468,4.09262e-05,0.000227045,0.209115,0.22222,0.225936
-588.899,1.14433,4.2338e-05,0.000231233,0.209214,0.222092,0.225848
-588.018,1.14355,4.19439e-05,0.000231843,0.209411,0.221917,0.22581
-588.905,1.14375,4.28079e-05,0.000235379,0.209218,0.221718,0.225771
-589.312,1.14091,4.35281e-05,0.000241189,0.20922,0.221714,0.225903
-589.132,1.14174,4.26074e-05,0.000233002,0.209222,0.221758,0.225719
-590.223,1.1402,4.32596e-05,0.000239228,0.209368,0.22173,0.225802
-588.647,1.14685,4.02397e-05,0.000224477,0.20937,0.221677,0.225764
-588.23,1.14572,4.17716e-05,0.000232205,0.209324,0.221673,0.225846
-588.341,1.14377,4.21413e-05,0.000235836,0.209517,0.221932,0.225832
-589.301,1.14585,4.12487e-05,0.000233553,0.209446,0.221785,0.225913
-588.962,1.14433,4.19444e-05,0.000236518,0.2094,0.221685,0.225852
-588.448,1.14268,4.29749e-05,0.000237998,0.209354,0.221871,0.225767
-588.539,1.14495,4.08954e-05,0.000225296,0.209379,0.221962,0.225706
-588.822,1.14612,4.11894e-05,0.000232387,0.209357,0.222004,0.225645
-591.939,1.15119,3.82675e-05,0.000210903,0.209453,0.221999,0.225679
-589.754,1.14847,3.93e-05,0.00021776,0.20936,0.221971,0.225524
-589.064,1.14876,3.96221e-05,0.000219266,0.209244,0.22199,0.225558
-588.44,1.14549,4.18855e-05,0.000234389,0.209269,0.221939,0.225545
-588.175,1.14287,4.26473e-05,0.000235152,0.209341,0.221957,0.225485
-589.203,1.14198,4.22731e-05,0.000232691,0.209389,0.22186,0.225543
-588.564,1.14264,4.25146e-05,0.000236992,0.20946,0.221786,0.225483
-591.012,1.14911,4.01365e-05,0.000228644,0.209694,0.221712,0.22554
-591.605,1.14698,3.95451e-05,0.000214309,0.209717,0.221777,0.225597
-590.376,1.14993,3.8854e-05,0.000216084,0.209649,0.221704,0.225607
-587.943,1.14513,4.11559e-05,0.000228319,0.209673,0.221585,0.225778
-591.009,1.1448,4.24762e-05,0.00024191,0.209673,0.22165,0.225903
-591.824,1.14488,4.13371e-05,0.000220866,0.209605,0.221555,0.225912
-589.096,1.14509,4.21827e-05,0.000231056,0.209766,0.221665,0.226059
-590.259,1.14363,4.2128e-05,0.000226785,0.209698,0.22157,0.225862
-588.747,1.14235,4.30075e-05,0.000235515,0.209859,0.221476,0.225758
-589.125,1.14254,4.27895e-05,0.00024011,0.209836,0.221563,0.22579
-588.195,1.14606,4.09762e-05,0.00022944,0.209655,0.22156,0.225845
-589.732,1.1435,4.28774e-05,0.000241943,0.209656,0.221669,0.225945
-588.406,1.14341,4.17438e-05,0.000230413,0.209724,0.221756,0.225977
-588.896,1.14186,4.33234e-05,0.000240589,0.209748,0.221662,0.225851
-591.473,1.14478,4.06103e-05,0.00022907,0.209703,0.22177,0.225658
-589.4,1.1447,4.26781e-05,0.000236687,0.209681,0.221766,0.225623
-588.327,1.14675,4.07565e-05,0.000223616,0.209682,0.221852,0.225565
-588.154,1.14432,4.23425e-05,0.000234977,0.209594,0.221758,0.225531
-592.249,1.15186,3.91618e-05,0.000220131,0.209528,0.221888,0.22563
-588.521,1.14776,4.06901e-05,0.000226179,0.209706,0.221884,0.225595
-588.345,1.1455,4.07461e-05,0.000225532,0.20984,0.222013,0.225605
-588.466,1.1461,4.07529e-05,0.000222855,0.20973,0.222163,0.225681
-587.835,1.14562,4.13471e-05,0.00023039,0.209642,0.222313,0.225823
-589.647,1.14782,4.09742e-05,0.000231134,0.209599,0.222088,0.225876
-589.036,1.14754,4.00874e-05,0.000225097,0.2096,0.222061,0.225797
-588.183,1.14728,4.03654e-05,0.000223627,0.209666,0.222144,0.225697
-589.905,1.14889,3.93974e-05,0.000221327,0.209667,0.222358,0.225794
-588.06,1.14612,4.08211e-05,0.000227588,0.20969,0.222244,0.225759
-588.579,1.14596,4.07359e-05,0.000222562,0.209625,0.222348,0.225769
-592.66,1.15216,3.89355e-05,0.000215746,0.209626,0.222343,0.225756
-588.699,1.1433,4.26304e-05,0.000232894,0.209692,0.222511,0.225852
-588.964,1.14396,4.21427e-05,0.000237438,0.209563,0.222419,0.225753
-589.519,1.1476,4.1233e-05,0.000230968,0.20965,0.222479,0.225654
-588.558,1.14548,4.20384e-05,0.000233191,0.209543,0.222387,0.22562
-588.984,1.14172,4.33186e-05,0.000240931,0.20963,0.222447,0.225565
-588.898,1.14206,4.32517e-05,0.000240757,0.209566,0.222549,0.225446
-589.533,1.14391,4.26655e-05,0.000240735,0.209546,0.222693,0.225434
-587.986,1.1441,4.18297e-05,0.000229571,0.209568,0.222645,0.225423
-588.628,1.14658,4.02669e-05,0.000223847,0.209462,0.22249,0.225454
-588.815,1.14653,4.05485e-05,0.000227837,0.209464,0.222548,0.225378
-590.354,1.14394,4.14759e-05,0.000234471,0.209401,0.222543,0.225346
-588.64,1.14821,4.0348e-05,0.000225168,0.20936,0.222474,0.225398
-590.592,1.14895,4.05914e-05,0.000223606,0.209277,0.222532,0.225302
-588.023,1.14589,4.08815e-05,0.00022763,0.209342,0.222421,0.225185
-588.503,1.14353,4.16509e-05,0.00023068,0.209385,0.222458,0.225174
-589.677,1.14634,4.16947e-05,0.000235752,0.209428,0.222432,0.225289
-588.934,1.1417,4.33609e-05,0.000238413,0.209388,0.22228,0.22532
-588.901,1.14475,4.16501e-05,0.000234846,0.209431,0.222297,0.225414
-589.425,1.14418,4.09505e-05,0.000226015,0.209369,0.222334,0.225444
-589.401,1.14614,4.07303e-05,0.000220888,0.209391,0.222266,0.225433
-587.989,1.14357,4.2423e-05,0.000234886,0.209434,0.222428,0.225484
-589.106,1.14108,4.3334e-05,0.000238456,0.209518,0.222319,0.22539
-588.732,1.14591,4.0679e-05,0.000222068,0.209602,0.222211,0.225523
-589.158,1.14919,3.96463e-05,0.000220377,0.209562,0.222351,0.225574
-588.24,1.14743,4.05823e-05,0.000226278,0.209583,0.222428,0.225501
-589.33,1.1486,4.03068e-05,0.000226798,0.209543,0.222485,0.225386
-589.185,1.14518,4.06977e-05,0.000227065,0.209564,0.222501,0.225334
-588.138,1.14553,4.12005e-05,0.000225645,0.209545,0.222495,0.225303
-588.773,1.14425,4.11288e-05,0.000227122,0.209669,0.222409,0.22521
-588.301,1.14281,4.22666e-05,0.000233938,0.20973,0.222322,0.225281
-589.49,1.14258,4.23725e-05,0.000238013,0.209649,0.222317,0.22527
-588.14,1.14317,4.26096e-05,0.000236334,0.20965,0.222435,0.225219
-588.41,1.14252,4.28736e-05,0.000237979,0.20959,0.222551,0.225188
-589.792,1.14145,4.39226e-05,0.000243018,0.209449,0.222526,0.225097
-588.758,1.14596,4.14864e-05,0.000226828,0.20945,0.22246,0.225086
-588.057,1.14319,4.24103e-05,0.000235194,0.209451,0.222435,0.224935
-587.883,1.14548,4.11582e-05,0.000226495,0.209473,0.22237,0.225046
-588.188,1.14474,4.11603e-05,0.000227934,0.209474,0.222405,0.224935
-588.491,1.14291,4.24132e-05,0.00023666,0.209555,0.22246,0.225006
-591.018,1.14956,3.88454e-05,0.000212706,0.209616,0.222476,0.225115
-588.217,1.14741,4.06763e-05,0.000225893,0.209597,0.222311,0.225085
-589.05,1.14742,4.04163e-05,0.000227874,0.209737,0.222326,0.225135
-588.99,1.14479,4.23749e-05,0.000237781,0.209658,0.222282,0.224986
-589.577,1.14795,3.96414e-05,0.000222017,0.209698,0.222277,0.225055
-588.273,1.14619,4.08336e-05,0.000228606,0.2096,0.222273,0.224946
-591.16,1.14851,4.11809e-05,0.000230882,0.209482,0.222387,0.224936
-588.235,1.14611,4.15515e-05,0.000231585,0.209503,0.222284,0.225124
-588.556,1.14667,4.13796e-05,0.000228847,0.209504,0.22224,0.225153
-588.055,1.14586,4.15892e-05,0.000231159,0.209485,0.222334,0.225143
-588.252,1.14417,4.24521e-05,0.000235004,0.209427,0.222153,0.225172
-588.89,1.14619,4.09083e-05,0.000222675,0.209409,0.222109,0.225182
-589.12,1.14273,4.28315e-05,0.000233137,0.20943,0.222027,0.225113
-587.878,1.14479,4.15993e-05,0.00023181,0.209509,0.221964,0.225064
-588.131,1.1443,4.21423e-05,0.000235396,0.209646,0.222019,0.225093
-589.362,1.14725,4.03395e-05,0.000219533,0.209569,0.222073,0.2252
-589.44,1.14873,3.95046e-05,0.000221016,0.20955,0.222011,0.22517
-587.913,1.14661,4.09108e-05,0.000227356,0.209474,0.222085,0.225083
-589.839,1.14564,4.19168e-05,0.000228214,0.209455,0.222274,0.225092
-588.515,1.14611,4.16812e-05,0.000232666,0.209456,0.222212,0.225082
-587.997,1.14478,4.12869e-05,0.000227224,0.209496,0.222265,0.225188
-587.992,1.14611,4.13872e-05,0.000230366,0.209401,0.222222,0.225255
-589.397,1.1494,3.97159e-05,0.000219831,0.209268,0.222218,0.22536
-588.427,1.14664,4.05601e-05,0.00022706,0.209327,0.222175,0.225273
-587.829,1.14592,4.13504e-05,0.000229228,0.209385,0.222248,0.225244
-589.003,1.14693,4.14607e-05,0.000230686,0.209463,0.222358,0.225139
-588.191,1.14619,4.14034e-05,0.000228389,0.209293,0.222372,0.225053
-588.457,1.14453,4.17399e-05,0.000234334,0.209275,0.222406,0.225176
-589.058,1.14534,4.09713e-05,0.000222597,0.209314,0.22242,0.225204
-588.919,1.14176,4.30394e-05,0.000235416,0.209259,0.222529,0.225213
-590.542,1.14249,4.18817e-05,0.000234902,0.20926,0.222524,0.225203
-587.976,1.14558,4.1632e-05,0.000229964,0.209224,0.222482,0.225231
-590.237,1.1496,3.99873e-05,0.000220374,0.20947,0.222515,0.22509
-589.995,1.14648,4.04006e-05,0.000228514,0.209396,0.222472,0.225287
-588.574,1.14525,4.12588e-05,0.000231837,0.209509,0.222318,0.225426
-588.316,1.14271,4.23029e-05,0.000233378,0.209435,0.222314,0.22551
-588.029,1.14381,4.23717e-05,0.000233649,0.20953,0.222253,0.225406
-589.438,1.1444,4.22501e-05,0.000229506,0.209437,0.22223,0.225471
-589.319,1.14883,3.9845e-05,0.000223933,0.209438,0.222133,0.225386
-589.217,1.14774,3.97625e-05,0.00021834,0.209347,0.222092,0.225339
-589.726,1.14849,3.95332e-05,0.000216424,0.209311,0.222033,0.225422
-588.732,1.14435,4.1737e-05,0.000226938,0.209405,0.222029,0.225597
-588.641,1.14391,4.17195e-05,0.00023357,0.209443,0.222081,0.225605
-587.753,1.14505,4.17092e-05,0.000231296,0.209352,0.221966,0.225594
-589.965,1.14263,4.36221e-05,0.000240652,0.209316,0.221908,0.225529
-588.37,1.14286,4.22064e-05,0.000231671,0.209317,0.221978,0.225537
-588.513,1.14324,4.28806e-05,0.000238224,0.209483,0.222084,0.225435
-592.175,1.13876,4.5042e-05,0.000250933,0.209539,0.222062,0.225572
-589.897,1.14263,4.31636e-05,0.000234487,0.209631,0.222113,0.225562
-588.09,1.14404,4.17173e-05,0.000228814,0.209723,0.222109,0.225479
-589.199,1.14354,4.25206e-05,0.000231094,0.209578,0.222032,0.225523
-588.775,1.14688,4.07411e-05,0.000229511,0.209651,0.221956,0.225549
-588.325,1.14528,4.09566e-05,0.000224536,0.209779,0.222007,0.225558
-590.141,1.14402,4.08421e-05,0.000225711,0.209707,0.222003,0.225584
-589.633,1.14722,4.08893e-05,0.000231852,0.209744,0.221982,0.225736
-587.789,1.14451,4.16625e-05,0.00023121,0.209852,0.222068,0.225545
-588.814,1.14207,4.29876e-05,0.000239587,0.209762,0.222028,0.2255
-588.596,1.14488,4.21567e-05,0.000231444,0.209817,0.222061,0.225561
-587.925,1.14387,4.1897e-05,0.000232425,0.209799,0.222254,0.225587
-589.887,1.14671,4.03017e-05,0.000227757,0.209746,0.222322,0.225559
-588.778,1.14558,4.2081e-05,0.000233672,0.209675,0.2223,0.225478
-588.975,1.14665,4.01691e-05,0.000220185,0.209782,0.222331,0.225415
-588.598,1.14458,4.24562e-05,0.00023584,0.209783,0.222345,0.225476
-589.054,1.14677,4.14829e-05,0.000232773,0.209783,0.222572,0.225413
-589.002,1.14495,4.11384e-05,0.000231153,0.209677,0.222425,0.225297
-588.824,1.14868,3.98641e-05,0.000221494,0.209713,0.222368,0.225359
-588.285,1.14487,4.20548e-05,0.000231237,0.209678,0.222381,0.225367
-587.826,1.14416,4.17557e-05,0.000230566,0.209608,0.222324,0.225252
-588.334,1.14333,4.2645e-05,0.000234333,0.209556,0.22225,0.225137
-588.376,1.14439,4.12208e-05,0.000227407,0.209557,0.222228,0.225233
-588.65,1.14601,4.05242e-05,0.000222081,0.20954,0.222172,0.225277
-588.726,1.14798,4.00547e-05,0.000224105,0.209681,0.22208,0.225092
-589.882,1.14379,4.11254e-05,0.000229047,0.209856,0.221832,0.224996
-589.012,1.14797,4.0403e-05,0.000221669,0.209822,0.221794,0.2249
-589.502,1.14277,4.17058e-05,0.000228213,0.209805,0.22186,0.224909
-591.232,1.14333,4.19399e-05,0.000238451,0.209666,0.221857,0.22504
-587.935,1.14415,4.20591e-05,0.000234206,0.20958,0.221802,0.224892
-588.727,1.14467,4.17957e-05,0.000227461,0.209476,0.221816,0.224901
-587.767,1.14541,4.15149e-05,0.000230705,0.209564,0.221968,0.22484
-588.216,1.14305,4.22888e-05,0.000232094,0.209582,0.221896,0.224728
-590.185,1.14024,4.34571e-05,0.000241572,0.20941,0.221824,0.224686
-587.882,1.14372,4.20381e-05,0.000232707,0.209342,0.221803,0.224609
-588.126,1.14402,4.16848e-05,0.000231861,0.209309,0.2218,0.224549
-588.106,1.14617,4.06369e-05,0.00022525,0.209293,0.221694,0.224679
-588.339,1.14592,4.14225e-05,0.00022719,0.209226,0.221657,0.224705
-588.555,1.14196,4.29358e-05,0.000236639,0.209159,0.221637,0.224526
-592.197,1.13931,4.34945e-05,0.000234909,0.209143,0.2216,0.224484
-590.057,1.15023,3.95146e-05,0.000220592,0.209264,0.221632,0.224477
-590.357,1.14433,4.06412e-05,0.000224271,0.209333,0.221714,0.224469
-588.106,1.14304,4.25759e-05,0.000234974,0.2093,0.221779,0.224427
-590.073,1.14392,4.31983e-05,0.000240179,0.209302,0.221827,0.224505
-588.96,1.14534,4.0745e-05,0.00022236,0.209387,0.221874,0.224531
-593.493,1.15118,3.85093e-05,0.000219902,0.20949,0.221719,0.224439
-591.186,1.13967,4.42594e-05,0.000247701,0.209491,0.221733,0.224516
-589.731,1.14245,4.22606e-05,0.00022877,0.209491,0.221747,0.224592
-590.544,1.14098,4.36943e-05,0.000245754,0.209459,0.221727,0.224685
-588.695,1.14493,4.17272e-05,0.000235034,0.20946,0.221758,0.224677
-587.747,1.14578,4.11982e-05,0.000228588,0.209477,0.221772,0.224703
-588.751,1.14251,4.26459e-05,0.000232679,0.209562,0.221735,0.224695
-587.994,1.14495,4.15992e-05,0.000232444,0.209529,0.221766,0.224821
-588.141,1.14651,4.11973e-05,0.000227484,0.209613,0.221796,0.224896
-588.694,1.14212,4.26026e-05,0.000236408,0.209564,0.22191,0.224955
-588.349,1.14257,4.27292e-05,0.000234817,0.209565,0.221956,0.224814
-589.399,1.14293,4.28725e-05,0.000241375,0.209599,0.221986,0.224772
-590.164,1.14089,4.38295e-05,0.000245355,0.209566,0.222016,0.224731
-590.16,1.14677,4.1577e-05,0.000227364,0.209583,0.222046,0.224657
-590.98,1.14474,4.07378e-05,0.000219598,0.20965,0.222026,0.22465
-588.744,1.14539,4.17424e-05,0.000235149,0.209568,0.222105,0.224527
-591.738,1.14609,3.99251e-05,0.000224928,0.209635,0.222135,0.224454
-588.205,1.1446,4.16193e-05,0.000227525,0.209668,0.222147,0.224397
-588.378,1.14734,4.05212e-05,0.000226799,0.209685,0.222111,0.224341
-590.145,1.14396,4.31698e-05,0.000241321,0.209587,0.221993,0.224415
-589.109,1.14485,4.23978e-05,0.000233024,0.209572,0.221859,0.224375
-588.736,1.14544,4.06163e-05,0.000224996,0.209556,0.221758,0.224303
-591.125,1.13983,4.44179e-05,0.000248346,0.209541,0.221739,0.224215
-589.166,1.14576,4.03993e-05,0.000221316,0.20959,0.221818,0.224208
-588.336,1.146,4.10415e-05,0.000230303,0.209656,0.221847,0.224136
-590.113,1.14434,4.08221e-05,0.000227689,0.20964,0.221795,0.224097
-589.679,1.14775,4.12268e-05,0.000229626,0.209592,0.221906,0.224139
-588.393,1.14638,4.04376e-05,0.000224736,0.209674,0.221822,0.224132
-589.631,1.1462,4.15932e-05,0.000235641,0.209803,0.221851,0.224125
-589.194,1.14239,4.32673e-05,0.000241935,0.209852,0.2218,0.22407
-588.654,1.14591,4.04695e-05,0.000222726,0.209916,0.221765,0.224128
-588.487,1.14536,4.07567e-05,0.000224214,0.209788,0.221778,0.224138
-588.021,1.14336,4.21307e-05,0.00023328,0.20974,0.221823,0.224051
-589.306,1.1439,4.18498e-05,0.000235994,0.209661,0.221884,0.223964
-589.16,1.1465,4.12525e-05,0.000225098,0.209709,0.221945,0.22407
-588.944,1.1469,4.05686e-05,0.000221232,0.209694,0.221958,0.224079
-589.641,1.14202,4.24048e-05,0.00023704,0.209726,0.221971,0.223993
-588.057,1.14489,4.13964e-05,0.000231024,0.209822,0.221984,0.223923
-588.087,1.14626,4.08264e-05,0.000224357,0.209917,0.221965,0.223996
-588.175,1.14569,4.14947e-05,0.000232448,0.209933,0.222104,0.223943
-588.017,1.14531,4.10395e-05,0.000227854,0.209918,0.222101,0.223952
-588.146,1.1453,4.09434e-05,0.000225574,0.209855,0.222224,0.223883
-590.048,1.14487,4.27642e-05,0.000239112,0.209823,0.222252,0.223892
-591.724,1.14117,4.4024e-05,0.000237894,0.209776,0.222217,0.223776
-590.067,1.14004,4.3586e-05,0.000241046,0.209934,0.222151,0.223802
-590.641,1.1467,4.12236e-05,0.00022305,0.209887,0.222132,0.223796
-589.056,1.14541,4.15596e-05,0.000234886,0.209871,0.222113,0.223774
-589.248,1.1469,4.15307e-05,0.000229968,0.209825,0.221953,0.223643
-588.375,1.14614,4.10746e-05,0.000230683,0.209794,0.221934,0.2237
-589.404,1.14242,4.27793e-05,0.000232081,0.209638,0.221869,0.223647
-588.751,1.14209,4.32413e-05,0.000239801,0.209685,0.221897,0.223563
-588.73,1.14298,4.2276e-05,0.00023032,0.20967,0.221894,0.223511
-588.548,1.14587,4.05152e-05,0.000224333,0.20964,0.222093,0.223444
-589.394,1.14501,4.25397e-05,0.000235932,0.209687,0.222059,0.223438
-593.737,1.13841,4.39318e-05,0.000236006,0.209749,0.222195,0.223526
-589.877,1.1499,3.96237e-05,0.000219346,0.209796,0.222361,0.223443
-588.294,1.14433,4.2359e-05,0.000236178,0.209796,0.222281,0.223422
-588.728,1.14675,4.13976e-05,0.000228862,0.209843,0.222169,0.223494
-588.281,1.14659,4.05404e-05,0.000222771,0.209689,0.22215,0.223427
-589.122,1.14702,3.99088e-05,0.000220113,0.209674,0.222193,0.223345
-588.506,1.14376,4.15019e-05,0.000229577,0.209705,0.222175,0.223294
-588.439,1.14355,4.21046e-05,0.000235533,0.209706,0.222202,0.22332
-587.95,1.14602,4.14111e-05,0.00023033,0.209905,0.222443,0.223391
-588.264,1.14366,4.22695e-05,0.000231373,0.20992,0.222317,0.22331
-588.232,1.14705,4.0331e-05,0.000223674,0.20989,0.222298,0.223228
-588.642,1.14318,4.26984e-05,0.000233552,0.209875,0.222386,0.223315
-588.263,1.1442,4.20447e-05,0.000229986,0.209906,0.222428,0.22331
-589.286,1.14897,3.98697e-05,0.000223798,0.209875,0.222455,0.223198
-588.521,1.14494,4.18148e-05,0.00023511,0.20986,0.222375,0.223209
-588.17,1.14349,4.18858e-05,0.000230293,0.209846,0.222266,0.223234
-589.045,1.14429,4.20057e-05,0.000228076,0.209816,0.222232,0.223275
-590.723,1.14091,4.33935e-05,0.000244273,0.209876,0.222154,0.223255
-587.794,1.14526,4.1673e-05,0.000230856,0.209786,0.221985,0.22337
-590.259,1.1472,4.12365e-05,0.000234283,0.209726,0.221982,0.22338
-587.994,1.14374,4.21526e-05,0.00023161,0.209606,0.221904,0.22333
-588.31,1.1466,4.10914e-05,0.000225945,0.209502,0.221886,0.22337
-588.287,1.14538,4.12796e-05,0.000225597,0.209563,0.221988,0.22335
